BLOCO,CONTRATO,OPERADOR,CONTRATADOS,BACIA,AMBIENTE,ÁREA (MIL km²),RODADA,PERÍODO,PRESENÇA PAD,DATA ASSINATURA CONTRATO,DATA INÍCIO SUSPENSÃO,1º PE VENCIMENTO,2º PE VENCIMENTO,3º PE VENCIMENTO,ÚLTIMO PAD VENCIMENTO,FASE EXPLORATÓRIA VENCIMENTO,UTs COMPROMISSADAS,QTD POÇOS PERFURADOS,POÇOS PERFURADOS
POT-T-740,48610222069201959,Níon Energia,*Níon Energia - 100%,Potiguar,TERRA,0.013630000000000001,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-02-14 00:00:00,,2026-08-14 00:00:00,,,,2026-08-14 00:00:00,102,0,
POT-T-741,48610010805201502,Níon Energia,*Níon Energia - 100%,Potiguar,TERRA,0.023129999999999998,BID13,2º PE,NÃO HÁ/HOUVE PAD,2016-02-03 00:00:00,,2019-02-03 00:00:00,2024-03-08 00:00:00,,,2024-03-08 00:00:00,181,0,
POT-T-785,48610012639201732,Geopark Brasil,"*Geopark Brasil - 70%, Petroil - 30%",Potiguar,TERRA,0.031868,BID14,1º PE,NÃO HÁ/HOUVE PAD,2018-01-29 00:00:00,,2025-04-29 00:00:00,,,,2025-04-29 00:00:00,215,0,
POT-T-794,48610009128200516A,Aguila,*Aguila - 100%,Potiguar,TERRA,0.018115,BID7,PRORROGADO POR PAD,HÁ/HOUVE PAD,2006-01-12 00:00:00,,2008-01-12 00:00:00,2009-01-12 00:00:00,,30/06/2023,2023-06-30 00:00:00,500,2,"1-STAR-8-RN, 3-STAR-16-RN"
POT-T-834,48610222070201983,Geopark Brasil,*Geopark Brasil - 100%,Potiguar,TERRA,0.03046,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-02-14 00:00:00,,2025-02-14 00:00:00,,,,2025-02-14 00:00:00,234,0,
REC-T-103,48610215456202234,Petroborn,*Petroborn - 100%,Recôncavo,TERRA,0.028120000000000003,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-09 00:00:00,,2027-11-09 00:00:00,,,,2027-11-09 00:00:00,181,0,
REC-T-107,48610005425201386,Great Energy,"*Great Energy - 51%, Great 108 - 49%",Recôncavo,TERRA,0.013061999999999999,BID11,PRORROGADO POR PAD,HÁ/HOUVE PAD,2013-08-30 00:00:00,,2017-09-01 00:00:00,2018-08-30 00:00:00,,20/03/2023,2023-03-20 00:00:00,2000,2,"1-GOP-1-BA, 1-GOP-1A-BA"
REC-T-108,48610010812201504,Great Energy,"*Great Energy - 51%, Great 42 - 49%",Recôncavo,TERRA,0.010545,BID13,PRORROGADO POR PAD,HÁ/HOUVE PAD,2015-12-23 00:00:00,,2020-03-21 00:00:00,2022-03-21 00:00:00,,20/03/2023,2023-03-20 00:00:00,200,1,1-GREN-1D-BA
REC-T-109,48610012642201756,Petroil,"*Petroil - 80%, Teknobras - 20%",Recôncavo,TERRA,0.020564,BID14,1º PE,NÃO HÁ/HOUVE PAD,2018-01-29 00:00:00,,2023-10-29 00:00:00,,,,2023-10-29 00:00:00,137,0,
REC-T-110,48610222074201961,Petroil,*Petroil - 100%,Recôncavo,TERRA,0.02761,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-02-28 00:00:00,,2025-02-28 00:00:00,,,,2025-02-28 00:00:00,184,0,
REC-T-117,48610005460201303,Maha Energy,*Maha Energy - 100%,Recôncavo,TERRA,0.027510000000000003,BID11,1º PE,NÃO HÁ/HOUVE PAD,2013-08-30 00:00:00,,2023-11-27 00:00:00,2024-11-27 00:00:00,,,2024-11-27 00:00:00,2782,0,
REC-T-118,48610005386201317,Maha Energy,*Maha Energy - 100%,Recôncavo,TERRA,0.031347,BID11,1º PE,NÃO HÁ/HOUVE PAD,2013-08-30 00:00:00,,2023-11-07 00:00:00,2024-11-07 00:00:00,,,2024-11-07 00:00:00,3891,0,
REC-T-119,48610012643201709,Petroil,"*Petroil - 80%, Teknobras - 20%",Recôncavo,TERRA,0.016547,BID14,1º PE,NÃO HÁ/HOUVE PAD,2018-01-29 00:00:00,,2023-10-29 00:00:00,,,,2023-10-29 00:00:00,110,0,
REC-T-120,48610012652201791,Petroil,"*Petroil - 80%, Teknobras - 20%",Recôncavo,TERRA,0.034754,BID14,1º PE,NÃO HÁ/HOUVE PAD,2018-01-29 00:00:00,,2023-10-29 00:00:00,,,,2023-10-29 00:00:00,231,0,
REC-T-121,48610222075201914,Petroil,*Petroil - 100%,Recôncavo,TERRA,0.03136,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-08-05 00:00:00,,2025-08-05 00:00:00,,,,2025-08-05 00:00:00,209,0,
REC-T-129,48610001443200821,Maha Energy,*Maha Energy - 100%,Recôncavo,TERRA,0.029300999999999997,BID9,SUSPENSO,HÁ/HOUVE PAD,2008-03-12 00:00:00,2015-08-18 00:00:00,2011-12-24 00:00:00,2013-11-24 00:00:00,,24/05/2018,2018-05-24 00:00:00,3500,3,"1-ALV-1-BA, 1-GTE-2-BA, 1-GTE-6HP-BA"
